icao,iata,name,callsign,country,active
FUJ,,Fujairah Aviation Centre,FUJAIRAH,United Arab Emirates,N
FUN,,Funtshi Aviation Service,FUNTSHI,Democratic Republic of the Congo,N
FVA,,Cardinal/Air Virginia,AIR VIRGINIA,United States,N
FVG,,VG Airlines (IV),Nico,Belgium,N
FVM,,Flugfelag Vestmannaeyja,ELEGANT,Iceland,Y
FVS,,Falcon Aviation Services,FALCON AVIATION,United Arab Emirates,N
FWA,I4,Interstate Airline,FREEWAYAIR,Netherlands,N
FWC,,Freeway Air,FREEWAY,Netherlands,N
FWD,,Fair Wind Air Charter,FAIR WIND,United Arab Emirates,N
FWI,TX,Air Caraïbes,FRENCH WEST,France,Y
FWL,RF,Florida West International Airways,FLO WEST,United States,Y
FWQ,,Flight West Airlines,,Australia,N
FWY,,Fairways Corporation,FAIRWAYS,United States,N
FWZ,,Flugwerkzeuge Aviation Software,,Austria,N
FXA,,Express Air,EFFEX,United States,N
FXC,,Fortunair Canada,AIR FUTURE,Canada,N
FXF,,VIP Air Charter,FOX FLIGHT,United States,N
FXI,NY,Air Iceland,FAXI,Iceland,Y
FXL,,Fly Excellent,FLY EXCELLENT,Sweden,N
FXR,,Foxair,WILDFOX,Italy,N
FXT,,Flexflight,,Denmark,N
FXX,FU,Felix Airways,,Yemen,Y
FXY,,Flexair,FLEXY,Netherlands,N
FYA,,Servicios Aereos Integrales / Flyant,FLYANT,Spain,N
FYE,,Easy Link Aviation Services,FLYME,Nigeria,N
FYG,,Flying Service,FLYING GROUP,Belgium,N
FYH,,Flyhy Cargo Airlines,FLY HIGH,Thailand,Y
FYJ,,FLYJET,Fast Jet,Poland,Y
FYN,,Comfort Air,FLYNN,Germany,N
FYS,,American Flyers,AMERICAN FLYERS,United States,N
FZA,,Fuzhou Airlines,,China,Y
FZW,,Fly Africa Zimbabwe,Fresh Express,Zimbabwe,Y
GAA,,Business Express,BIZEX,United States,N
GAB,,Gendall Air,GENDALL,Canada,N
GAD,,South Coast Aviation,SOUTHCOAST,United Kingdom,N
GAE,,Grand Aire Express,GRAND EXPRESS,United States,N
GAF,,German Air Force,GERMAN AIR FORCE,Germany,N
GAG,,Global Air Operations,GLOBAL AIRGROUP,Comoros,N
GAH,,Ga-Ma Helicoptere,GAMHELICO,France,N
GAI,3R,Moskovia Airlines,GROMOV AIRLINE,Russia,Y
GAK,,Global Aviation and Services Group,AVIAGROUP,Libya,N
GAL,7O,Galaxy Air,GALAXY,Kyrgyzstan,N
GAM,,German Army,GERMAN ARMY,Germany,N
GAN,,Gander Aviation,GANAIR,Canada,N
GAO,DC,Golden Air,GOLDEN,Sweden,Y
GAP,2P,Air Philippines,ORIENT PACIFIC,Philippines,Y
GAQ,,Golfe Air Quebec,GOLFAIR,Canada,N
GAR,,Commodore Aviation,,Australia,N
GAS,,Galena Air Service,GALENA AIR SERVICE,United States,N
GAT,,Gulf Air Inc,GULF TRANS,United States,N
GAU,,Aerogaucho,AEROGAUCHO,Uruguay,N
GAV,,Granada Aviacion,GRANAVI,Spain,N
GAX,,Full Express,GRAND AIRE,United States,N
GBA,GF,Gulf Air Bahrain,GULF BAHRAIN,Bahrain,Y
GBB,,Global Aviation Operations,GLOBE,South Africa,N
GBE,,Gabon Express,GABEX,Gabon,N
GBJ,,Aero Business Charter,GLOBAL JET,Germany,N
GBK,GY,Gabon Airlines,GABON AIRLINES,Gabon,Y
GBL,GT,GB Airways,GEEBEE AIRWAYS,United Kingdom,Y
GBN,,Atlantic Airlines,ATLANTIC GABON,Gabon,N
GBO,,Ogooue Air Cargo,,Gabon,N
GBR,,Rader Aviation,GREENBRIER AIR,United States,N
GBS,,Global Air Services Nigeria,GLOBAL SERVE,Nigeria,N
GBT,,Gold Belt Air Transport,GOLD BELT,Canada,N
GBX,,GB Airlink,ISLAND TIGER,United States,N
GCA,,Grand Cru Airlines,,Lithuania,Y
GCB,,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo,N
GCC,,GECAS,GECAS,Ireland,N
GCF,,Aeronor,AEROCARTO,Spain,N
GCK,,Aerogem Cargo,AEROGEM,Ghana,N
GCN,,Gulf Central Airlines,GULF CENTRAL,United States,N
GCO,GR,Gemini Air Cargo,GEMINI,United States,N
GCR,,Tianjin Airlines,,China,Y
GCS,,GCS Air Service,GALION,United States,N
GDA,,GoldAir,AIR PARTNER,United Kingdom,N
GDB,,Gendarmerie Belge,BELGIAN GENERMERIE,Belgium,N
GDC,,Grand China Air,GRAND CHINA,China,Y
GDD,,Golden Airlines,GOLDEN AIRLINES,United States,N
GDE,,Servicios Aereos Gadel,GADEL,Mexico,N
GDG,,S.P. Aviation,GOLDEN GATE,United States,N
GDH,,Guneydogu Havacilik Isletmesi,RISING SUN,Turkey,N
GDK,,Goldeck-Flug,GOLDECK FLUG,Austria,N
GDN,,Gerry's Dnata,,Pakistan,N
GDQ,,Lincoln Air National Guard,,United States,N
GDR,GP,Gadair European Airlines,GADAIR,Spain,Y
GEA,,Guinea Ecuatorial Airlines,GEASA,Equatorial Guinea,N
GEC,LH,Lufthansa Cargo,LUFTHANSA CARGO,Germany,Y
GED,,Europe Air Lines,LANGUEDOC,France,N
GEE,,Geesair,GEESAIR,Canada,N
GEG,,Georgian Airlines,,Georgia,N
GEN,,GENSA,GENSA-BRASIL,Brazil,N
GER,GM,German International Air Lines,,Germany,Y
GES,GP,Gestair,GESTAIR,Spain,N
GET,,GETRA,GETRA,Equatorial Guinea,N
GFA,,Gulf Air,GULF AIR,Oman,Y
GFC,,Gail Force Express,GAIL FORCE,United States,N
GFD,,Gesekkschaft Fur Flugzieldarstellung,KITE,Germany,N
GFF,,Griffin Aviation,GRIFFIN AIR,Cyprus,N
GFG,QB,Georgian National Airlines,NATIONAL,Georgia,Y
GFI,8B,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda,N
GFN,,The 955 Preservation Group,GRIFFON,United Kingdom,N
GFO,,Aerovias del Golfo,AEROVIAS GOLFO,Mexico,N
GFS,,Gulfstream Airlines,GULFSTAR,United States,N
GFT,,Gulfstream International Airlines,GULF FLIGHT,United States,Y
GFW,,GFW Aviation,,Australia,N
GFY,XX,Greenfly,,Spain,Y
GGA,,First Flying Squadron,JAWJA,United States,N
GGC,GG,Cargo 360,LONG-HAUL,United States,N
GGE,,Gobierno De Guinea Ecuatorial,,Equatorial Guinea,N
GGF,,Georgian Cargo Airlines Africa,GEORGIAN AFRICA,Senegal,N
GGL,,Aeronautica,GIRA GLOBO,Angola,N
GGN,ZX,Air Georgian,GEORGIAN,Canada,N
GGS,,GATSA,GATSA,Mexico,N
GGV,,Houston Jet Services,GREGG AIR,Austria,N
GGZ,,Global Georgian Airways,GLOBAL GEORGIAN,Georgia,N
GHA,,Ghana Airways,GHANA,Ghana,N
GHB,G0,Ghana International Airlines,GHANA AIRLINES,Ghana,Y
GHI,,GH Stansted Limited,,United Kingdom,N
GHL,,Aviance,HANDLING,United Kingdom,N
GHN,,Air Ghana,AIR GHANA,Ghana,N
GHP,,Colvin Aviation,GRASSHOPPER EX,United States,N
GHS,,Gatari Hutama Air Services,GATARI,Indonesia,N
GHT,,Ghadames Air Transport,,Libya,N
GHV,,Ground Handling Service de Mexico,GROUND HANDLING,Mexico,N
GHY,,German Sky Airlines,GERMAN SKY,Germany,N
GIA,GA,Garuda Indonesia,INDONESIA,Indonesia,Y
GIB,,GR-Avia,GRAVIA,Guinea,N
GIC,,Compagnie de Bauxites de Guinee,CEBEGE,Guinea,N
GIE,E4,Elysian Airlines,,Cameroon,Y
GIF,J9,Guinee Airlines,GUINEE AIRLINES,Guinea,N
GIG,,Gacela Air Cargo,GACELA AIR,Mexico,N
GIH,,Union des Transports Africains de Guinee,TRANSPORT AFRICAIN,Guinea,N
GIJ,,Guinea Airways,GUINEA AIRWAYS,Guinea,N
GIK,,Seba Airlines,SEBA,Guinea,N
GIL,,African International Transport,AFRICAN TRANSPORT,Guinea,N
GIP,2U,Air Guinee Express,FUTURE EXPRESS,Guinea,Y
GIQ,,Guinee Paramount Airlines,GUIPAR,Guinea,N
GIY,,Probiz Guinee,PROBIZ,Guinea,N
GIZ,,Africa Airlines,AFRILENS,Guinea,N
GJA,,Globe Jet,,Lebanon,N
GJB,,Trans-Air-Link,SKY TRUCK,United States,N
GJS,G7,GoJet Airlines,GATEWAY,United States,Y
GJT,,Gestion Aerea Ajecutiva,BANJET,Spain,N
GKA,,US Army Parachute Team,GOLDEN KNIGHTS,United States,N
GLA,ZK,Great Lakes Airlines,LAKES AIR,United States,Y
GLB,,Air Castle Corporation / Global Airways,GLO-AIR,United States,N
GLC,,Global Aircargo,,Bahrain,N
GLD,,Golden Star Air Cargo,GOLDEN STAR,Sudan,N
GLE,,Goliaf Air,GOLIAF AIR,Sao Tome and Principe,N
GLF,,Gulfstream Aerospace,GULFSTREAM TEST,United States,N
GLG,2K,Aerolineas Galapagos (Aerogal),AEROGAL,Ecuador,Y
GLJ,,Global Jet Austria,GLOBAL AUSTRIA,Austria,N
GLL,,Air Gemini,TWINS,Angola,N
GLO,G3,Gol Transportes Aéreos,GOL TRANSPORTE,Brazil,Y
GLP,GH,Globus,,Russia,Y
GLQ,,El Quilada International Aviation,QUILADA,Sudan,N
GLR,,Central Mountain Air,GLACIER,Canada,N
GLS,,Galaircervis,GALS,Ukraine,N
GLT,,Aero Charter,GASLIGHT,United States,N
GLU,,Great Lakes Airways (Uganda),LAKES CARGO,Uganda,N
GLW,,Global Wings,,Japan,N
GMA,,Gama Aviation,GAMA,United Kingdom,N
GMC,,General Motors,GENERAL MOTORS,United States,N
GME,,Aguilas Mayas Internacional,MAYAN EAGLES,Guatemala,N
GMG,,GM Helicopters,GEE-EM HELICOPTERS,Latvia,N
GMH,,Hughes Aircraft Company,HUGHES EXPRESS,United States,N
GMI,ST,Germania,GERMANIA,Germany,Y
GMJ,,Gamisa Aviacion,GAMISA,Spain,N
GML,,G & L Aviation,GEEANDEL,South Africa,N
GMM,,Aerotaxis Guamuchil,AEROGUAMUCHIL,Mexico,N
GMR,,Golden Myanmar Airlines,Golden Myanmar,Burma,Y
GMS,,Aeroservicios Gama,SERVICIOS GAMA,Mexico,N
GMT,,Grupoaereo Monterrey,GRUPOMONTERREY,Mexico,N
GNA,,Servicios Aereos Gana,SERVIGANA,Mexico,N
GNC,,Guinea Cargo,GUINEA CARGO,Equatorial Guinea,N
GND,,Grand Airways,GRAND VEGAS,United States,N
GNF,G7,Gandalf Airlines,Gandalf,Italy,N
GNJ,,Gain Jet Aviation,HERCULES JET,Greece,N
GNL,,135 Airways,GENERAL,United States,N
GNN,,Georgian International Airlines,GEO-LINE,Georgia,Y
GNR,GC,Gambia International Airlines,GAMBIA INTERNATIONAL,Gambia,N
GNS,,Eastern Executive Air Charter,GENESIS,United Kingdom,N
GNT,0A,Amber Air,GINTA,Lithuania,N
GNX,,Genex,,Belarus,N
GNY,,German Navy,GERMAN NAVY,Germany,N
GNZ,,General Aviation,GONZO,Poland,N
GOA,,Alberta Government,ALBERTA,Canada,N
GOB,,Dash Aviation,PILGRIM,United Kingdom,N
GOD,GD,GoDutch,,Netherlands,N
GOE,,Go Fly (United Kingdom),Go Flight,United Kingdom,N
GOF,,Gof-Air,GOF-AIR,Mexico,N
GOI,,Gofir,SWISS HAWK,Switzerland,N
GOJ,,EuroJet Aviation,GOJET,United Kingdom,N
GOL,,Cardolaar,CARGOLAAR,Namibia,N
GOM,,Gomel Airlines,GOMEL,Belarus,N
GOR,,Gorlitsa Airlines,GORLITSA,Ukraine,N
GOS,,Goldfields Air Services,,Australia,N
GOT,,Walter I Linkoping,GOTHIC,Sweden,N
GOW,G8,Go Air,GOAIR,India,Y
GPA,,Golden Pacific Airlines,GOLDEN PAC,United States,N
GPC,,Gulf Pearl Air Lines,AIR GULFPEARL,Libya,N
GPD,,Tradewind Aviation,GOODSPEED,United States,N
GPE,,GP Express Airlines,REGIONAL EXPRESS,United States,N
GPL,,DLR,GERMAN POLAR,Germany,N
GPM,,Grup Air-Med,GRUPOMED,Spain,N
GPR,,GPM Aeroservicio,GPM AEROSERVICIO,Mexico,N
GRA,,Great American Airways,GREAT AMERICAN,United States,N
GRD,,National Grid,GRID,United Kingdom,N
GRE,,Air Scotland,GREECE AIRWAYS,Greece,N
GRG,DA,Air Georgia,AIR GEORGIA,Georgia,N
GRI,,Air Cargo Center,,Sao Tome and Principe,N
GRL,GL,Air Greenland,GREENLAND,Denmark,Y
GRN,E2,Rio Grande Air,GRANDE,United States,N
GRO,LL,Allegro,ALLEGRO,Mexico,N
GRP,,Great Plains Airlines,GREAT PLAINS,United States,N
GRR,,Agroar - Trabalhos Aereos,AGROAR,Portugal,N
GRS,,Golden Rule Airlines,GOLDEN RULE,Kyrgyzstan,N
GRT,,Gabon-Air-Transport,,Gabon,N
GRV,,Vernicos Aviation,NIGHT RIDER,Greece,N
GRX,,Aircompany Grodno,GRODNO,Belarus,N
GRY,,New York State Police,GRAY RIDER,United States,N
GRZ,,Government of Zambia Communications Flight,COM FLIGHT,Zambia,N
GSA,,Garden State Airlines,GARDEN STATE,United States,N
GSJ,,Grossmann Jet Service,GROSSJET,Czech Republic,N
GSK,,Global Sky Aircharter,GLOBAL SKY,United States,N
GSL,,Geographic Air Surveys,SURVEY-CANADA,Canada,N
GSM,B4,Flyglobespan,GLOBESPAN,United Kingdom,Y
GSP,,Airlift Alaska,GREEN SPEED,United States,N
GSS,,Global Supply Systems,JET LIFT,United Kingdom,N
GSV,,Agrocentr-Avia,AGRAV,Kazakhstan,N
GSW,,Sky Wings Airlines,,Greece,N
GSY,,Guard Systems,GUARD AIR,Norway,N
GTA,E8,City Airways,CITY AIR,Thailand,Y
GTC,,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GOLDEN WINGS,Turkey,N
GTH,,General Aviation Flying Services,GOTHAM,United States,N
GTI,5Y,Atlas Air,GIANT,United States,Y
GTP,,Aerotaxi Grupo Tampico,GRUPOTAMPICO,Mexico,N
GTR,,Gestar,STAR GESTAR,Chile,N
GTV,,Empresa de Aviacion Aerogaviota,GAVIOTA,Cuba,N
GTX,,GTA Air,BIG-DEE,United States,N
GTY,,National Aviation Company,,Egypt,N
GUA,,Aerotaxis de Aguascalientes,AGUASCALIENTES,Mexico,N
GUF,,Gulf African Airlines - Gambia,GULF AFRICAN,,N
GUG,,Aviateca,AVIATECA,Guatemala,N
GUI,3X,Aguilar Connect,Moonexpress,Chile,N
GUJ,G8,Gujarat Airways,GUJARATAIR,India,N
GUL,,Gull Air,GULL-AIR,United States,N
GUM,,Gum Air,GUM AIR,Suriname,N
GUN,GS,Grant Aviation,HOOT,United States,N
GUS,,Guja,GUJA,Mexico,N
GUY,GG,Air Guyane,GREEN BIRD,French Guiana,Y
GVG,,Flygaktiebolaget Gota Vingar,BLUECRAFT,Sweden,N
GVI,,Air Victoria Georgia,IRINA,Georgia,N
GVN,,Gavina,GAVINA,Spain,N
GWA,,Great Western Air,G-W AIR,United States,N
GWI,4U,Germanwings,GERMAN WINGS,Germany,Y
GWL,IJ,Great Wall Airlines,GREAT WALL,China,N
GWN,,Gwyn Aviation,GWYN,United Kingdom,N
GWS,,General Airways,GENAIR,South Africa,N
GWY,U5,USA3000 Airlines,GETAWAY,United States,Y
GXA,,Grixona,GRIXONA,Moldova,N
GXG,GX,GermanXL,,Germany,Y
GXL,,Star XL German Airlines,STARDUST,Germany,N
GXY,,Galaxy Airlines,GALAX,Japan,N
GYP,,Eagle Aviation,GYPSY,United Kingdom,N
GZA,,Excellent Air,EXCELLENT AIR,Germany,N
GZD,,Grizodubova Air Company,GRIZODUBOVA AIR,Russia,N
GZP,4G,Gazpromavia,GAZPROMAVIA,Russia,Y
HAA,,Helicopteros Agroforestal,AGROFORESTAL,Chile,N
HAC,,Henebury Aviation,,Australia,N
HAD,H9,Air D'Ayiti,HAITI AVIA,Haiti,N
HAF,,Hellenic Air Force,HELLENIC AIR FORCE,Greece,N
HAG,H6,Hageland Aviation Services,HAGELAND,United States,Y
HAH,GG,Air Comores International,AIR COMORES,Comoros,N
HAI,,Century Aviation International,,Canada,N
HAJ,,Hajvairy Airlines,HAJVAIRY,Pakistan,N
HAK,,Pegasus Helicopters,HELIFALCON,Norway,N
HAL,HA,Hawaiian Airlines,HAWAIIAN,United States,Y
HAM,2T,Haiti Ambassador Airlines,,Haiti,Y
HAN,,Hansung Airlines,HANSUNG AIR,Republic of Korea,N
HAP,,Helicopteros Aero Personal,HELIPERSONAL,Mexico,N
HAR,HB,Harbor Airlines,HARBOR,United States,N
HAS,,Honduras Airlines,HONDURAS AIR,Honduras,N
HAT,,Air Taxi,TAXI BIRD,France,N
HAU,,Skyhaul,SKYHAUL,Japan,N
HAV,,Havilah Air Services,HAVILAH,Nigeria,N
HAW,,Bangkok Aviation Center,THAI HAWK,Thailand,N
HAX,,Benair,SCOOP,Norway,N
HAY,,Hamburg Airways,,Germany,Y
HBA,,Trail Lake Flying Service,HARBOR AIR,United States,N
HBC,,Haitian Aviation Line,HALISA,Haiti,N
HBH,,Hebei Airlines,Hebei Air,China,Y
HBI,,CHC Denmark,HELIBIRD,Denmark,N
HBL,,Faroecopter,HELIBLUE,Denmark,N
HBR,,Hebradran Air Services,Hebradran,United Kingdom,Y
HBT,,Polizeihubschrauberstaffel Thuringen,HABICHT,Germany,N
HBU,,Universal Avia,KHARKIV UNIVERSAL,Ukraine,N
HCA,,Lake Havasu Air Service,HAVASU,United States,N
HCB,,Helenair (Barbados),HELEN,Barbados,N
HCC,,Holidays Czech Airlines,,Czech Republic,Y
HCL,,Helenair Corporation,HELENCORP,Saint Lucia,N
HCN,,Halcyon Air/Bissau Airways,HALCYON,Guinea-Bissau,N
HCP,,Helicopter,HELI CZECH,Czech Republic,N
HCW,V9,Star1 Airlines,,Lithuania,Y
HCY,ZU,Helios Airways,HELIOS,Cyprus,N
HDA,KA,Dragonair, Hong Kong Dragon Airlines,DRAGON,Y
HDC,,Helcopteros De Cataluna,HELICATALUNA,Spain,N
HDI,,Hoteles Dinamicos,DINAMICOS,Mexico,N
HDR,,Helikopterdrift,HELIDRIFT,Norway,N
HEA,,Heliavia-Transporte Aereo,HELIAVIA,Portugal,N
HEB,,Heli Bernina,HELIBERNINA,Switzerland,N
HEC,,Heliservicio Campeche,HELICAMPECHE,Mexico,N
HED,,Herritage Aviation Developments,FLAPJACK,United Kingdom,N
HEI,,Aerohein,AEROHEIN,Chile,N
HEJ,T4,Hellas Jet,HELLAS JET,Greece,Y
HEL,,Helicol,HELICOL,Colombia,N
HEM,,CHC Helicopters,HEMS,Australia,N
HEN,,Helicopteros Y Vehiculos Nacionales Aereos,HELINAC,Mexico,N
HER,UD,Hex'Air,HEX AIRLINE,France,Y
HET,,TAF Helicopters,HELITAF,Spain,N
HEX,,Honiara Cargo Express,HONIARA CARGO,Solomon Islands,N
HEY,1H,Hellenic Airways,Hellenic,Greece,N
HFR,8H,Heli France,HELIFRANCE,France,Y
HFY,5K,Hi Fly,SKY FLYER,Portugal,N
HGA,,Hogan Air,HOGAN AIR,United States,N
HGD,,Hangard Aviation,HANGARD,Mongolia,N
HGH,,Atlantic Air Lift,HIGHER,France,N
HGK,N8,Fika Salaama Airlines,SALAAMA,Uganda,N
HGR,,Hangar 8,HANG,United Kingdom,N
HHA,,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras,N
HHE,,Heli-Holland,HELI HOLLAND,Netherlands,N
HHH,,Helicsa,HELICSA,Spain,N
HHI,4R,Hamburg International,HAMBURG JET,Germany,Y
HHN,HR,Hahn Air,ROOSTER,Germany,N
HHO,,Houston Helicopters,HOUSTON HELI,United States,N
HHP,,Helenia Helicopter Service,HELENIA,Denmark,N
HHS,,Hi-Jet Helicopter Services,HIJET,Suriname,N
HIA,,Canadian Eagle Aviation,HAIDA,Canada,N
HIB,,Helibravo Aviacao,HELIBRAVO,Portugal,N
HID,,Aviacion Ejecutiva De Hildago,EJECUTIVA HIDALGO,Mexico,N
HIF,,Heli-Iberica Fotogrametria,HIFSA,Spain,N
HIG,,Heli-Inter Guyane,INTER GUYANNE,France,N
HIN,,Holding International Group,HOLDING GROUP,Mexico,N
HIP,,Starship,STARSA,Mexico,N
HIS,,Hispaniola Airways,HISPANIOLA,Dominican Republic,N
HIT,,Helitalia,HELITALIA,Italy,N
HJA,,Air Haiti,AIRHAITI,Haiti,N
HJE,,Servicios Ejecutivos Gosa,GOSA,Mexico,N
HJL,,Hamlin Jet,BIZJET,United Kingdom,N
HJT,,Al Rais Cargo,AL-RAIS CARGO,United Arab Emirates,N
HKA,SO,Superior Aviation,SPEND AIR,United States,N
HKE,UO,Hong Kong Express Airways,HONGKONG SHUTTLE,Hong Kong SAR of China,Y
HKG,,Government Flying Service,HONGKONG GOVERNMENT,Hong Kong SAR of China,N
HKH,,Air-Invest,HAWKHUNGARY,Hungary,N
HKI,,Hawkaire,HAWKEYE,United States,N
HKL,,Hak Air,HAK AIRLINE,Nigeria,N
HKN,,Jim Hankins Air Service,HANKINS,United States,N
HKR,,Hawk Air,AIR HAW,Argentina,N
HKS,,CHC Helikopter Service,HELIBUS,Norway,N
HLA,,HC Airlines,HEAVYLIFT,United Kingdom,N
HLB,,High-Line Airways,HIGH-LINE,Canada,N
HLC,,Helicap,HELICAP,France,N
HLD,,Grampian Flight Centre,GRANITE,United Kingdom,N
HLE,,UK HEMS,HELIMED,United Kingdom,N
HLF,HF,Hapagfly,HAPAG LLOYD,Germany,Y
HLG,,Helog,HELOG,Switzerland,N
HLH,,Hala Air,HALA AIR,Sudan,N
HLI,,Heli Securite,HELI SAINT-TROPEZ,France,N
HLK,,Heli-Link,HELI-LINK,Switzerland,N
HLM,,Heli Medwest De Mexico,HELIMIDWEST,Mexico,N
HLO,,Samaritan Air Service,HALO,Canada,N
HLP,,Helipistas,HELIPISTAS,Spain,N
HLR,,Heli Air Services,HELI BULGARIA,Bulgaria,N
HLS,,Haiti Air Freight,,Haiti,N
HLT,,Helitafe,HELITAFE,Mexico,N
HLU,,Heli Union Heli Prestations,HELI UNION,France,N
HLW,,Heliworks,HELIWORKS,Chile,N
HLX,X3,TUIfly,YELLOW CAB,Germany,Y
HMA,,Air Tahoma,TAHOMA,United States,N
HMC,,Heliamerica De Mexico,HELIAMERICA,Mexico,N
HMD,,Charlie Hammonds Flying Service,HAMMOND,United States,N
HMF,,Norrlandsflyg,LIFEGUARD SWEDEN,Sweden,N
HMM,,Hamra Air,HAMRA,United Arab Emirates,N
HMP,,Papair Terminal,PAPAIR TERMINAL,Haiti,N
HMR,,North American Charters,HAMMER,Canada,Y
HMS,DU,Hemus Air,HEMUS AIR,Bulgaria,N
HMT,,Air Nova,HAMILTON,Canada,N
HMV,,Homac Aviation,HOMAC,Luxembourg,N
HMX,,Hawk De Mexico,HAWK MEXICO,Mexico,N
HMY,HQ,Harmony Airways,HARMONY,Canada,N
HNA,,Greek Navy,HELLENIC NAVY,Greece,N
HNR,,Haiti National Airlines (HANA),HANAIR,Haiti,N
HNT,,Helicopteros Internacionales,HELICOP INTER,Mexico,N
HNX,HN,Hankook Airline,HNX,South Korea,Y
HOA,H5,Hola Airlines,HOLA,Spain,N
HOL,,Holiday Airlines,HOLIDAY,United States,N
HOM,,Aero Homex,AERO HOMEX,Mexico,N
HOR,,Horizon Air-Taxi,HORIZON,Switzerland,N
HOZ,,Horizontes Aereos,HORIZONTES AEREOS,Mexico,N
HPA,HP,Pearl Airways,PEARL AIRWAYS,Haiti,N
HPJ,,Hop-A-Jet,HOPA-JET,United States,N
HPL,,Heliportugal,HELIPORTUGAL,Portugal,N
HPO,,Almiron Aviation,ALMIRON,Uganda,N
HPR,,Rick Lucas Helicopters,HELIPRO,New Zealand,N
HPS,,Horizon Plus,HORIZON PLUS,Bangladesh,N
HPY,,Happy Air,,Thailand,Y
HQO,,Avinor,,Norway,N
HRA,,Heli-Iberica,ERICA,Spain,N
HRB,,Haiti International Airline,HAITI AIRLINE,Haiti,N
HRH,WR,Royal Tongan Airlines,TONGA ROYAL,Tonga,N
HRI,,Skyraidybos Mokymo Centras,HELIRIM,Lithuania,N
HRM,,Hermes Airlines,HERMES,Greece,Y
HRT,,Chartright Air,CHARTRIGHT,Canada,N
HRZ,,Croatian Air Force,CROATIAN AIRFORCE,Croatia,N
HSA,S9,East African Safari Air,DUMA,Kenya,N
HSE,,Compania Helicopteros Del Sureste,HELISURESTE,Spain,N
HSI,,Heliswiss,HELISWISS,Switzerland,N
HSK,,Sky Europe Airlines,MATRA,Slovakia,Y
HSM,,Horizon Air for Transport and Training,ALOFUKAIR,Libya,N
HSO,,Campania Helicopteros De Transporte,HELIASTURIAS,Spain,N
HSP,,International Jet Charter,HOSPITAL,United States,N
HSR,,Citylink Airlines,HOOSIER,United States,N
HSS,,Compania Transportes Aereos Del Sur,TAS HELICOPTEROS,Spain,N
HST,,Hellenic Star Airways,Hellenic Star,Greece,N
HSU,,Helisul,HELIS,Portugal,N
HSV,,Svenska Direktflyg,HIGHSWEDE,Sweden,N
HSY,,Sky Helicopteros,HELISKY,Spain,N
HTA,,Helitrans,SCANBIRD,Norway,N
HTC,,Haiti Trans Air,HAITI TRANSAIR,Haiti,N
HTE,,Midwest Helicopters De Mexico,HELICOPTERSMEXICO,Mexico,N
HTG,,Grossmann Air Service,GROSSMANN,Austria,N
HTH,,Helitt Líneas Aéreas,,Spain,Y
HTI,,Haiti International Air,HAITI INTERNATIONAL,Haiti,N
HTL,,Jet Link Aviation,HEARTLAND,United States,N
HTN,,Haiti North Airline,,Haiti,N
HTO,,Tango Bravo,HELI TANGO,France,N
HTP,,Heli Trip,HELI TRIP,Mexico,N
HTR,,Holstenair Lubeck,HOLSTEN,Germany,N
HTS,,Helitrans Air Service,HELITRANS,United States,N
HTT,,Air Tchad,HOTEL TANGO,Chad,N
HUB,,Hub Airlines,HUB,United States,N
HUC,,Aerloineas de Techuacan,LINEAS TEHUACAN,Mexico,N
HUD,,Horizons Unlimited,HUD,United States,N
HUF,,Hungarian Air Force,HUNGARIAN AIRFORCE,Hungary,N
HUR,,Miami Air Charter,HURRICANE CHARTER,United States,N
HUS,,Huessler Air Service,HUESSLER,United States,N
HUT,,Aerotransportes Huitzilin,AEROHUITZILIN,Mexico,N
HUV,,Hunair Hungarian Airlines,SILVER EAGLE,Hungary,N
HUY,,Aero Transportes Del Humaya,AERO HUMAYA,Mexico,N
HVA,,Newair,HAVEN-AIR,United States,N
HVK,,Turkish Air Force,TURKISH AIRFORCE,Turkey,Y
HVL,,Heavylift International,HEAVYLIFT INTERNATIONAL,United Arab Emirates,N
HVN,VN,Vietnam Airlines,VIET NAM AIRLINES,Vietnam,Y
HVY,HN,Heavylift Cargo Airlines,HEAVY CARGO,Australia,N
HWD,,HPM Investments,FLITEWISE,United Kingdom,N
HWY,,Highland Airways,HIWAY,United Kingdom,Y
HXA,,China Express Airlines,CHINA EXPRESS,China,N
HYA,,Hyack Air,HYACK,Canada,N
HYC,,Hydro Air Flight Operations,HYDRO CARGO,South Africa,N
HYD,,Hydro-Québec,HYDRO,Canada,N
HYH,,Heli Hungary,HELIHUNGARY,Hungary,N
HYM,HC,Himalayan Airlines,Himalayan,Nepal,Y
HYR,,Airlink Airways,HIGHFLYER,Ireland,N
HZA,BN,Horizon Airlines,,Australia,Y
HZL,,Hazelton Airlines,HAZELTON,Australia,N
HZT,8C,Air Horizon,HORIZON TOGO,Togo,N
HZX,,Citic General Aviation,ZHONGXIN,China,N
IAA,IO,Indonesian Airlines,INDO LINES,Indonesia,Y
IAC,IC,Indian Airlines,INDAIR,India,Y
IAD,,Fly Wex,FLYWEX,Italy,N
IAE,,AC Insat-Aero,,Russia,N
IAF,,Israeli Air Force,,Israel,N
